"inputs[""Boronate in Solvent""].components[0].identifiers[0].value","inputs[""Boronate in Solvent""].components[1].identifiers[0].value","inputs[""Ligand in Solvent""].components[0].identifiers[0].value","inputs[""Ligand in Solvent""].components[0].amount.moles.value","inputs[""Ligand in Solvent""].components[0].amount.moles.units","inputs[""Ligand in Solvent""].components[0].reaction_role","inputs[""Ligand in Solvent""].components[1].identifiers[0].type","inputs[""Ligand in Solvent""].components[1].identifiers[0].value","inputs[""Ligand in Solvent""].components[1].amount.volume.value","inputs[""Ligand in Solvent""].components[1].amount.volume.units","inputs[""Ligand in Solvent""].components[1].amount.volume_includes_solutes","inputs[""Ligand in Solvent""].components[1].reaction_role","inputs[""Aryl Halide""].components[0].identifiers[0].value","inputs[""Solvent_1""].components[0].identifiers[0].value","inputs[""Base in Solvent""].components[0].identifiers[0].value","inputs[""Base in Solvent""].components[0].amount.moles.value","inputs[""Base in Solvent""].components[0].amount.moles.units","inputs[""Base in Solvent""].components[0].reaction_role","inputs[""Base in Solvent""].components[1].identifiers[0].type","inputs[""Base in Solvent""].components[1].identifiers[0].value","inputs[""Base in Solvent""].components[1].amount.volume.value","inputs[""Base in Solvent""].components[1].amount.volume.units","inputs[""Base in Solvent""].components[1].reaction_role",outcomes[0].products[0].measurements[0].percentage.value,provenance.record_modified[1].time.value,reaction_id,"inputs[""Ligand in Solvent""].components[0].amount.volume.value","inputs[""Ligand in Solvent""].components[0].amount.volume.units","inputs[""Ligand in Solvent""].components[0].amount.volume_includes_solutes","inputs[""Base in Solvent""].components[0].amount.volume.value","inputs[""Base in Solvent""].components[0].amount.volume.units"
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,1.600000023841858,2021-03-04 13:56:19.220867,ord-aa2703b2059b49aa9c33ffaf8f107177,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,Cc1ccccc1,,,SOLVENT,,,,,,,BrC1=CC=C2N=CC=CC2=C1,CO,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,31.93000030517578,2021-03-04 13:56:19.226325,ord-02040081d0cd42648107e8ce9fb06cb9,1.0,MICROLITER,True,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC(C)(C)P(C(C)(C)C)C(C)(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,84.62000274658203,2021-03-04 13:56:19.232009,ord-49cafe2d5cce402284bd9aad5dca9bb0,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,c1ccc(cc1)P(c2ccccc2)c3ccccc3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,94.66999816894531,2021-03-04 13:56:19.237660,ord-7b593babbc3e45138c26f42f97970bda,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,76.30999755859375,2021-03-04 13:56:19.243306,ord-ad602fad4df74ee38760de149112d9f9,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,88.83999633789062,2021-03-04 13:56:19.250088,ord-4b36ad29495f455cb302621887761ada,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,90.30999755859375,2021-03-04 13:56:19.255693,ord-29daad10e956431eb714f3f25995eaac,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,89.41999816894531,2021-03-04 13:56:19.261249,ord-c4c0bfa684994ee5b75dcceb9d5fa6b4,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,92.54000091552734,2021-03-04 13:56:19.266866,ord-4322ca0c6cbd45d1b642a0147ceddb47,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,46.400001525878906,2021-03-04 13:56:19.272370,ord-84cc35f0ea6b492c8de98cde29b03698,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,90.69000244140625,2021-03-04 13:56:19.277899,ord-e9d80dbd73f04ba7acdd73b827bad52a,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,21.610000610351562,2021-03-04 13:56:19.283470,ord-aa9270c17a694ced88355050a0cb948a,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,3.0299999713897705,2021-03-04 13:56:19.288976,ord-d6a1753399ed4b0f908408eb400d6113,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,Cc1ccccc1,,,SOLVENT,,,,,,,BrC1=CC=C2N=CC=CC2=C1,CO,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,66.52999877929688,2021-03-04 13:56:19.294258,ord-6d7e58ad48bf4c189306708a97c0f84f,1.0,MICROLITER,True,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC(C)(C)P(C(C)(C)C)C(C)(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[OH-].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,81.33000183105469,2021-03-04 13:56:19.299742,ord-b7d4c60fed534ba8bbbc84ed114b57f0,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,c1ccc(cc1)P(c2ccccc2)c3ccccc3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[OH-].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,92.61000061035156,2021-03-04 13:56:19.305313,ord-47c4b991fd9a48e5b929b6d0db116303,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[OH-].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,71.62000274658203,2021-03-04 13:56:19.311029,ord-ff2e9def3fe14cc5a2d23c5be0e7f679,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[OH-].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,89.73999786376953,2021-03-04 13:56:19.316587,ord-2829b2ad947144c380754d255c3602f0,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[OH-].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,88.23999786376953,2021-03-04 13:56:19.322899,ord-01a91cc362714b229cc7ac9da2a94310,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[OH-].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,85.45999908447266,2021-03-04 13:56:19.328512,ord-98af8f52408c40e4a2dffd2895ea4da2,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[OH-].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,91.13999938964844,2021-03-04 13:56:19.334008,ord-4d06c7f1a0a94fe5be53a9a51c159d86,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[OH-].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,54.68000030517578,2021-03-04 13:56:19.339605,ord-048e563594f54061abbf4429a4b0dd13,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[OH-].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,90.55000305175781,2021-03-04 13:56:19.345260,ord-34e56bc5294a4a5b999d5b4241194ba0,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[OH-].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,34.0,2021-03-04 13:56:19.350898,ord-6bb3133ff6e14b18ab43fce91d4d3321,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[OH-].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,1.0199999809265137,2021-03-04 13:56:19.356585,ord-3e7acbfa3c7a47e09951ec1cd8ac4cd6,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,Cc1ccccc1,,,SOLVENT,,,,,,,BrC1=CC=C2N=CC=CC2=C1,CO,[OH-].[K+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,68.88999938964844,2021-03-04 13:56:19.362055,ord-c68cede4ce784e5cb37a47a112fda814,1.0,MICROLITER,True,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC(C)(C)P(C(C)(C)C)C(C)(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,82.44000244140625,2021-03-04 13:56:19.367688,ord-0ac3277a5c1f4356ab9d60ba8524624b,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,c1ccc(cc1)P(c2ccccc2)c3ccccc3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,92.9000015258789,2021-03-04 13:56:19.373377,ord-2cae0f61abda4df4bd9c96168b4f7d42,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,69.5999984741211,2021-03-04 13:56:19.379034,ord-5ff6e086fb1a497dadbbeb391915a38f,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,89.33999633789062,2021-03-04 13:56:19.384662,ord-a4fa3c86806a47aa875644e5078bf821,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,88.08999633789062,2021-03-04 13:56:19.390348,ord-cb3dca6a95e3459a860f8e5d46c21b3f,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,85.58000183105469,2021-03-04 13:56:19.395996,ord-da67a1937f1242d5b1ad80d8a07e617a,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,92.2699966430664,2021-03-04 13:56:19.401638,ord-86de304192f5439c99cdc9994eb3670a,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,48.599998474121094,2021-03-04 13:56:19.407264,ord-5c50c2af4ed645d387988c499c9a742d,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,90.62000274658203,2021-03-04 13:56:19.412926,ord-23c97f2b3a934c0c94b7c842e428a22c,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,21.40999984741211,2021-03-04 13:56:19.418607,ord-bbe8da09fb3e413aaf0a5c25f92cf86f,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,1.2200000286102295,2021-03-04 13:56:19.424299,ord-b335c3fbaa034280bff8ce0fc7def9a9,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,Cc1ccccc1,,,SOLVENT,,,,,,,BrC1=CC=C2N=CC=CC2=C1,CO,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,71.33999633789062,2021-03-04 13:56:19.429699,ord-24aa48e3ed444546b2fd8710f2bacee4,1.0,MICROLITER,True,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC(C)(C)P(C(C)(C)C)C(C)(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,74.1500015258789,2021-03-04 13:56:19.435358,ord-8b2c42b38db64fd7bd96fc846847c34e,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,c1ccc(cc1)P(c2ccccc2)c3ccccc3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,82.98999786376953,2021-03-04 13:56:19.440897,ord-c6f1a14676ea438aabed615bfbdffdb9,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,73.01000213623047,2021-03-04 13:56:19.448145,ord-852f3cf6a2cc42d1afe302831981e425,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,75.98999786376953,2021-03-04 13:56:19.453912,ord-4979e2c76c2e412088f92c1f054fc98f,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,85.27999877929688,2021-03-04 13:56:19.459456,ord-fce7d9844f214ed0a6bc4ce4963fd112,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,82.83999633789062,2021-03-04 13:56:19.464880,ord-c97b051315d24cab8fde8a92de80355b,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,58.790000915527344,2021-03-04 13:56:19.470569,ord-caba0f719b1140bd8ebb41248ab1c9d8,,,,,
B(c1c(ccc2c1cnn2C3CCCCO3)C)(O)O,CN(C)C=O,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=CC=C2N=CC=CC2=C1,CO,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,37.119998931884766,2021-03-04 13:56:19.476083,ord-b77319d59acf472a95a24cba8bc7ce84,,,,,
