ReactionID,Aryl Halide,Boronate,Ligand,Base,Solvent,Yield
1077,R1_OTf,R2_B(OH)2,XPhos,NaHCO3,MeOH,75.34999847
1078,R1_OTf,R2_B(OH)2,dppf,NaHCO3,MeOH,64.5
1079,R1_OTf,R2_B(OH)2,Xantphos,NaHCO3,MeOH,22.67000008
1080,R1_OTf,R2_B(OH)2,Tol,NaHCO3,MeOH,56.22999954
1081,R1_OTf,R2_B(OH)2,P(tBu)3,CsF,MeOH,43.13000107
1082,R1_OTf,R2_B(OH)2,P(Cy)3,CsF,MeOH,85.73000336
1083,R1_OTf,R2_B(OH)2,AmPhos,CsF,MeOH,77.72000122
1084,R1_OTf,R2_B(OH)2,PPh3,CsF,MeOH,89.80999756
1085,R1_OTf,R2_B(OH)2,P(o-Tol)3,CsF,MeOH,48.90999985
1086,R1_OTf,R2_B(OH)2,cataCXium A,CsF,MeOH,86.51000214
1087,R1_OTf,R2_B(OH)2,SPhos,CsF,MeOH,71.87999725
1088,R1_OTf,R2_B(OH)2,dtbpf,CsF,MeOH,46.70000076
1089,R1_OTf,R2_B(OH)2,XPhos,CsF,MeOH,60.50999832
1090,R1_OTf,R2_B(OH)2,dppf,CsF,MeOH,37.66999817
1091,R1_OTf,R2_B(OH)2,Xantphos,CsF,MeOH,8.039999962
1092,R1_OTf,R2_B(OH)2,Tol,CsF,MeOH,47.24000168
1093,R1_OTf,R2_B(OH)2,P(tBu)3,K3PO4,MeOH,32.15000153
1094,R1_OTf,R2_B(OH)2,P(Cy)3,K3PO4,MeOH,94.15000153
1095,R1_OTf,R2_B(OH)2,AmPhos,K3PO4,MeOH,61.84000015
1096,R1_OTf,R2_B(OH)2,PPh3,K3PO4,MeOH,83.83000183
1097,R1_OTf,R2_B(OH)2,P(o-Tol)3,K3PO4,MeOH,58.93999863
1098,R1_OTf,R2_B(OH)2,cataCXium A,K3PO4,MeOH,59.66999817
1099,R1_OTf,R2_B(OH)2,SPhos,K3PO4,MeOH,90.09999847
1100,R1_OTf,R2_B(OH)2,dtbpf,K3PO4,MeOH,69.16000366
1101,R1_OTf,R2_B(OH)2,XPhos,K3PO4,MeOH,83.34999847
1102,R1_OTf,R2_B(OH)2,dppf,K3PO4,MeOH,94.68000031
1103,R1_OTf,R2_B(OH)2,Xantphos,K3PO4,MeOH,14.19999981
1104,R1_OTf,R2_B(OH)2,Tol,K3PO4,MeOH,74.97000122
1105,R1_OTf,R2_B(OH)2,P(tBu)3,KOH,MeOH,33.02000046
1106,R1_OTf,R2_B(OH)2,P(Cy)3,KOH,MeOH,93.94000244
1107,R1_OTf,R2_B(OH)2,AmPhos,KOH,MeOH,61.95999908
1108,R1_OTf,R2_B(OH)2,PPh3,KOH,MeOH,82.09999847
1109,R1_OTf,R2_B(OH)2,P(o-Tol)3,KOH,MeOH,55.13000107
1110,R1_OTf,R2_B(OH)2,cataCXium A,KOH,MeOH,62.95999908
1111,R1_OTf,R2_B(OH)2,SPhos,KOH,MeOH,88.12999725
1112,R1_OTf,R2_B(OH)2,dtbpf,KOH,MeOH,67.63999939
1113,R1_OTf,R2_B(OH)2,XPhos,KOH,MeOH,82.31999969
1114,R1_OTf,R2_B(OH)2,dppf,KOH,MeOH,91.65000153
1115,R1_OTf,R2_B(OH)2,Xantphos,KOH,MeOH,26.40999985
1116,R1_OTf,R2_B(OH)2,Tol,KOH,MeOH,67.63999939
1117,R1_OTf,R2_B(OH)2,P(tBu)3,LiOtBu,MeOH,33.36999893
1118,R1_OTf,R2_B(OH)2,P(Cy)3,LiOtBu,MeOH,95.30999756
1119,R1_OTf,R2_B(OH)2,AmPhos,LiOtBu,MeOH,58.41999817
1120,R1_OTf,R2_B(OH)2,PPh3,LiOtBu,MeOH,80.68000031
1121,R1_OTf,R2_B(OH)2,P(o-Tol)3,LiOtBu,MeOH,48.81999969
1122,R1_OTf,R2_B(OH)2,cataCXium A,LiOtBu,MeOH,57.04999924
1123,R1_OTf,R2_B(OH)2,SPhos,LiOtBu,MeOH,90.90000153
1124,R1_OTf,R2_B(OH)2,dtbpf,LiOtBu,MeOH,73.72000122
1125,R1_OTf,R2_B(OH)2,XPhos,LiOtBu,MeOH,82.87999725
1126,R1_OTf,R2_B(OH)2,dppf,LiOtBu,MeOH,93.81999969
1127,R1_OTf,R2_B(OH)2,Xantphos,LiOtBu,MeOH,35.83000183
1128,R1_OTf,R2_B(OH)2,Tol,LiOtBu,MeOH,64.09999847
1129,R1_OTf,R2_B(OH)2,P(tBu)3,Et3N,MeOH,40.22000122
1130,R1_OTf,R2_B(OH)2,P(Cy)3,Et3N,MeOH,88.73999786
1131,R1_OTf,R2_B(OH)2,AmPhos,Et3N,MeOH,72.98000336
1132,R1_OTf,R2_B(OH)2,PPh3,Et3N,MeOH,88.05000305
1133,R1_OTf,R2_B(OH)2,P(o-Tol)3,Et3N,MeOH,56.97999954
1134,R1_OTf,R2_B(OH)2,cataCXium A,Et3N,MeOH,80.84999847
1135,R1_OTf,R2_B(OH)2,SPhos,Et3N,MeOH,76.88999939
1136,R1_OTf,R2_B(OH)2,dtbpf,Et3N,MeOH,64.55999756
1137,R1_OTf,R2_B(OH)2,XPhos,Et3N,MeOH,68.56999969
1138,R1_OTf,R2_B(OH)2,dppf,Et3N,MeOH,91.05999756
1139,R1_OTf,R2_B(OH)2,Xantphos,Et3N,MeOH,9.93999958
1140,R1_OTf,R2_B(OH)2,Tol,Et3N,MeOH,45.36999893
1141,R1_OTf,R2_B(OH)2,P(tBu)3,None,MeOH,30.34000015
1142,R1_OTf,R2_B(OH)2,P(Cy)3,None,MeOH,75.36000061
1143,R1_OTf,R2_B(OH)2,AmPhos,None,MeOH,53.38000107
1144,R1_OTf,R2_B(OH)2,PPh3,None,MeOH,75.12999725
1145,R1_OTf,R2_B(OH)2,P(o-Tol)3,None,MeOH,37.06000137
1146,R1_OTf,R2_B(OH)2,cataCXium A,None,MeOH,58.77999878
1147,R1_OTf,R2_B(OH)2,SPhos,None,MeOH,40.20999908
1148,R1_OTf,R2_B(OH)2,dtbpf,None,MeOH,50.29000092
1149,R1_OTf,R2_B(OH)2,XPhos,None,MeOH,29.42000008
1150,R1_OTf,R2_B(OH)2,dppf,None,MeOH,22.89999962
1151,R1_OTf,R2_B(OH)2,Xantphos,None,MeOH,5
1152,R1_OTf,R2_B(OH)2,Tol,None,MeOH,26.87999916
1153,R1_I,R2_B(OH)2,P(tBu)3,NaOH,MeCN,93.30999756
1154,R1_I,R2_B(OH)2,P(Cy)3,NaOH,MeCN,93.69999695
1155,R1_I,R2_B(OH)2,AmPhos,NaOH,MeCN,94.33000183
1156,R1_I,R2_B(OH)2,PPh3,NaOH,MeCN,87.34999847
1157,R1_I,R2_B(OH)2,P(o-Tol)3,NaOH,MeCN,84.08999634
1158,R1_I,R2_B(OH)2,cataCXium A,NaOH,MeCN,95.65000153
1159,R1_I,R2_B(OH)2,SPhos,NaOH,MeCN,87.59999847
1160,R1_I,R2_B(OH)2,dtbpf,NaOH,MeCN,89.72000122
1161,R1_I,R2_B(OH)2,XPhos,NaOH,MeCN,86.59999847
1162,R1_I,R2_B(OH)2,dppf,NaOH,MeCN,47.13999939
1163,R1_I,R2_B(OH)2,Xantphos,NaOH,MeCN,34.79999924
1164,R1_I,R2_B(OH)2,Tol,NaOH,MeCN,76.51999664
1165,R1_I,R2_B(OH)2,P(tBu)3,NaHCO3,MeCN,91.47000122
1166,R1_I,R2_B(OH)2,P(Cy)3,NaHCO3,MeCN,93.26999664
1167,R1_I,R2_B(OH)2,AmPhos,NaHCO3,MeCN,94.02999878
1168,R1_I,R2_B(OH)2,PPh3,NaHCO3,MeCN,84.04000092
1169,R1_I,R2_B(OH)2,P(o-Tol)3,NaHCO3,MeCN,86.91999817
1170,R1_I,R2_B(OH)2,cataCXium A,NaHCO3,MeCN,92.01000214
1171,R1_I,R2_B(OH)2,SPhos,NaHCO3,MeCN,87.48999786
1172,R1_I,R2_B(OH)2,dtbpf,NaHCO3,MeCN,87.18000031
1173,R1_I,R2_B(OH)2,XPhos,NaHCO3,MeCN,84.94000244
1174,R1_I,R2_B(OH)2,dppf,NaHCO3,MeCN,96.19999695
1175,R1_I,R2_B(OH)2,Xantphos,NaHCO3,MeCN,37.02999878
1176,R1_I,R2_B(OH)2,Tol,NaHCO3,MeCN,76.22000122
1177,R1_I,R2_B(OH)2,P(tBu)3,CsF,MeCN,87.61000061
1178,R1_I,R2_B(OH)2,P(Cy)3,CsF,MeCN,95.84999847
1179,R1_I,R2_B(OH)2,AmPhos,CsF,MeCN,90.30000305
1180,R1_I,R2_B(OH)2,PPh3,CsF,MeCN,88.98999786
1181,R1_I,R2_B(OH)2,P(o-Tol)3,CsF,MeCN,80.55000305
1182,R1_I,R2_B(OH)2,cataCXium A,CsF,MeCN,91.06999969
1183,R1_I,R2_B(OH)2,SPhos,CsF,MeCN,83.98000336
1184,R1_I,R2_B(OH)2,dtbpf,CsF,MeCN,82.98000336
1185,R1_I,R2_B(OH)2,XPhos,CsF,MeCN,79.93000031
1186,R1_I,R2_B(OH)2,dppf,CsF,MeCN,89.19000244
1187,R1_I,R2_B(OH)2,Xantphos,CsF,MeCN,62.02999878
1188,R1_I,R2_B(OH)2,Tol,CsF,MeCN,70.29000092
1189,R1_I,R2_B(OH)2,P(tBu)3,K3PO4,MeCN,83.54000092
1190,R1_I,R2_B(OH)2,P(Cy)3,K3PO4,MeCN,91.18000031
1191,R1_I,R2_B(OH)2,AmPhos,K3PO4,MeCN,86.91999817
1192,R1_I,R2_B(OH)2,PPh3,K3PO4,MeCN,81.30999756
1193,R1_I,R2_B(OH)2,P(o-Tol)3,K3PO4,MeCN,73.72000122
1194,R1_I,R2_B(OH)2,cataCXium A,K3PO4,MeCN,85.75
1195,R1_I,R2_B(OH)2,SPhos,K3PO4,MeCN,71.77999878
1196,R1_I,R2_B(OH)2,dtbpf,K3PO4,MeCN,75.69000244
1197,R1_I,R2_B(OH)2,XPhos,K3PO4,MeCN,65.69000244
1198,R1_I,R2_B(OH)2,dppf,K3PO4,MeCN,79.44999695
1199,R1_I,R2_B(OH)2,Xantphos,K3PO4,MeCN,43.20999908
1200,R1_I,R2_B(OH)2,Tol,K3PO4,MeCN,50.06000137
1201,R1_I,R2_B(OH)2,P(tBu)3,KOH,MeCN,82.29000092
1202,R1_I,R2_B(OH)2,P(Cy)3,KOH,MeCN,91.34999847
1203,R1_I,R2_B(OH)2,AmPhos,KOH,MeCN,89.73999786
1204,R1_I,R2_B(OH)2,PPh3,KOH,MeCN,83.91000366
1205,R1_I,R2_B(OH)2,P(o-Tol)3,KOH,MeCN,81.25
1206,R1_I,R2_B(OH)2,cataCXium A,KOH,MeCN,93.12000275
1207,R1_I,R2_B(OH)2,SPhos,KOH,MeCN,86.63999939
1208,R1_I,R2_B(OH)2,dtbpf,KOH,MeCN,89.26999664
1209,R1_I,R2_B(OH)2,XPhos,KOH,MeCN,85.94999695
1210,R1_I,R2_B(OH)2,dppf,KOH,MeCN,92.12999725
1211,R1_I,R2_B(OH)2,Xantphos,KOH,MeCN,69.08999634
1212,R1_I,R2_B(OH)2,Tol,KOH,MeCN,81.29000092
1213,R1_I,R2_B(OH)2,P(tBu)3,LiOtBu,MeCN,92.91999817
1214,R1_I,R2_B(OH)2,P(Cy)3,LiOtBu,MeCN,98.19999695
1215,R1_I,R2_B(OH)2,AmPhos,LiOtBu,MeCN,90.95999908
1216,R1_I,R2_B(OH)2,PPh3,LiOtBu,MeCN,91.73000336
1217,R1_I,R2_B(OH)2,P(o-Tol)3,LiOtBu,MeCN,90.02999878
1218,R1_I,R2_B(OH)2,cataCXium A,LiOtBu,MeCN,94.63999939
1219,R1_I,R2_B(OH)2,SPhos,LiOtBu,MeCN,93.43000031
1220,R1_I,R2_B(OH)2,dtbpf,LiOtBu,MeCN,90.23000336
1221,R1_I,R2_B(OH)2,XPhos,LiOtBu,MeCN,88.37000275
1222,R1_I,R2_B(OH)2,dppf,LiOtBu,MeCN,90.91999817
1223,R1_I,R2_B(OH)2,Xantphos,LiOtBu,MeCN,56.20000076
1224,R1_I,R2_B(OH)2,Tol,LiOtBu,MeCN,83.37000275
1225,R1_I,R2_B(OH)2,P(tBu)3,Et3N,MeCN,91.88999939
1226,R1_I,R2_B(OH)2,P(Cy)3,Et3N,MeCN,94.81999969
1227,R1_I,R2_B(OH)2,AmPhos,Et3N,MeCN,91.23999786
1228,R1_I,R2_B(OH)2,PPh3,Et3N,MeCN,91.40000153
1229,R1_I,R2_B(OH)2,P(o-Tol)3,Et3N,MeCN,85.84999847
1230,R1_I,R2_B(OH)2,cataCXium A,Et3N,MeCN,92.02999878
1231,R1_I,R2_B(OH)2,SPhos,Et3N,MeCN,85.20999908
1232,R1_I,R2_B(OH)2,dtbpf,Et3N,MeCN,85.30000305
1233,R1_I,R2_B(OH)2,XPhos,Et3N,MeCN,79.08999634
1234,R1_I,R2_B(OH)2,dppf,Et3N,MeCN,87.30000305
1235,R1_I,R2_B(OH)2,Xantphos,Et3N,MeCN,56.50999832
1236,R1_I,R2_B(OH)2,Tol,Et3N,MeCN,62.79999924
1237,R1_I,R2_B(OH)2,P(tBu)3,None,MeCN,80.43000031
1238,R1_I,R2_B(OH)2,P(Cy)3,None,MeCN,81.66000366
1239,R1_I,R2_B(OH)2,AmPhos,None,MeCN,80.70999908
1240,R1_I,R2_B(OH)2,PPh3,None,MeCN,71.34999847
1241,R1_I,R2_B(OH)2,P(o-Tol)3,None,MeCN,68.83999634
1242,R1_I,R2_B(OH)2,cataCXium A,None,MeCN,80.76999664
1243,R1_I,R2_B(OH)2,SPhos,None,MeCN,67.76000214
1244,R1_I,R2_B(OH)2,dtbpf,None,MeCN,70.97000122
1245,R1_I,R2_B(OH)2,XPhos,None,MeCN,63.54999924
1246,R1_I,R2_B(OH)2,dppf,None,MeCN,77.93000031
1247,R1_I,R2_B(OH)2,Xantphos,None,MeCN,45.40999985
1248,R1_I,R2_B(OH)2,Tol,None,MeCN,48.74000168
1249,R1_I,R2_B(OH)2,P(tBu)3,NaOH,THF,88.5
1250,R1_I,R2_B(OH)2,P(Cy)3,NaOH,THF,95.94999695
1251,R1_I,R2_B(OH)2,AmPhos,NaOH,THF,94.08000183
1252,R1_I,R2_B(OH)2,PPh3,NaOH,THF,88.59999847
1253,R1_I,R2_B(OH)2,P(o-Tol)3,NaOH,THF,83.30000305
1254,R1_I,R2_B(OH)2,cataCXium A,NaOH,THF,96.13999939
1255,R1_I,R2_B(OH)2,SPhos,NaOH,THF,86.87999725
1256,R1_I,R2_B(OH)2,dtbpf,NaOH,THF,76.25
1257,R1_I,R2_B(OH)2,XPhos,NaOH,THF,83.93000031
1258,R1_I,R2_B(OH)2,dppf,NaOH,THF,88.56999969
1259,R1_I,R2_B(OH)2,Xantphos,NaOH,THF,61.52999878
1260,R1_I,R2_B(OH)2,Tol,NaOH,THF,73.09999847
1261,R1_I,R2_B(OH)2,P(tBu)3,NaHCO3,THF,83.81999969
1262,R1_I,R2_B(OH)2,P(Cy)3,NaHCO3,THF,91.33999634
1263,R1_I,R2_B(OH)2,AmPhos,NaHCO3,THF,83.05000305
1264,R1_I,R2_B(OH)2,PPh3,NaHCO3,THF,81.73999786
1265,R1_I,R2_B(OH)2,P(o-Tol)3,NaHCO3,THF,64.98000336
1266,R1_I,R2_B(OH)2,cataCXium A,NaHCO3,THF,74.43000031
1267,R1_I,R2_B(OH)2,SPhos,NaHCO3,THF,60.40000153
1268,R1_I,R2_B(OH)2,dtbpf,NaHCO3,THF,52.81000137
1269,R1_I,R2_B(OH)2,XPhos,NaHCO3,THF,55.47000122
1270,R1_I,R2_B(OH)2,dppf,NaHCO3,THF,71.51000214
1271,R1_I,R2_B(OH)2,Xantphos,NaHCO3,THF,37.36999893
1272,R1_I,R2_B(OH)2,Tol,NaHCO3,THF,45.25999832
1273,R1_I,R2_B(OH)2,P(tBu)3,CsF,THF,55.61999893
1274,R1_I,R2_B(OH)2,P(Cy)3,CsF,THF,70.44999695
1275,R1_I,R2_B(OH)2,AmPhos,CsF,THF,63.77999878
1276,R1_I,R2_B(OH)2,PPh3,CsF,THF,62.81000137
1277,R1_I,R2_B(OH)2,P(o-Tol)3,CsF,THF,48.77000046
1278,R1_I,R2_B(OH)2,cataCXium A,CsF,THF,62.90000153
1279,R1_I,R2_B(OH)2,SPhos,CsF,THF,39.40000153
1280,R1_I,R2_B(OH)2,dtbpf,CsF,THF,43.13000107
1281,R1_I,R2_B(OH)2,XPhos,CsF,THF,40.11999893
1282,R1_I,R2_B(OH)2,dppf,CsF,THF,54.13000107
1283,R1_I,R2_B(OH)2,Xantphos,CsF,THF,24.51000023
1284,R1_I,R2_B(OH)2,Tol,CsF,THF,29.20999908
1285,R1_I,R2_B(OH)2,P(tBu)3,K3PO4,THF,47.61999893
1286,R1_I,R2_B(OH)2,P(Cy)3,K3PO4,THF,61.50999832
1287,R1_I,R2_B(OH)2,AmPhos,K3PO4,THF,59.13999939
1288,R1_I,R2_B(OH)2,PPh3,K3PO4,THF,52.79999924
1289,R1_I,R2_B(OH)2,P(o-Tol)3,K3PO4,THF,45.49000168
1290,R1_I,R2_B(OH)2,cataCXium A,K3PO4,THF,63.20000076
1291,R1_I,R2_B(OH)2,SPhos,K3PO4,THF,39.20999908
1292,R1_I,R2_B(OH)2,dtbpf,K3PO4,THF,46.25
1293,R1_I,R2_B(OH)2,XPhos,K3PO4,THF,38.16999817
1294,R1_I,R2_B(OH)2,dppf,K3PO4,THF,56.93999863
1295,R1_I,R2_B(OH)2,Xantphos,K3PO4,THF,27.84000015
1296,R1_I,R2_B(OH)2,Tol,K3PO4,THF,29.98999977
1297,R1_I,R2_B(OH)2,P(tBu)3,KOH,THF,52.95000076
1298,R1_I,R2_B(OH)2,P(Cy)3,KOH,THF,65.44999695
1299,R1_I,R2_B(OH)2,AmPhos,KOH,THF,68.90000153
1300,R1_I,R2_B(OH)2,PPh3,KOH,THF,65.73999786
1301,R1_I,R2_B(OH)2,P(o-Tol)3,KOH,THF,48.97999954
1302,R1_I,R2_B(OH)2,cataCXium A,KOH,THF,69.93000031
1303,R1_I,R2_B(OH)2,SPhos,KOH,THF,59.54000092
1304,R1_I,R2_B(OH)2,dtbpf,KOH,THF,64.69999695
1305,R1_I,R2_B(OH)2,XPhos,KOH,THF,60.61999893
1306,R1_I,R2_B(OH)2,dppf,KOH,THF,71.73000336
1307,R1_I,R2_B(OH)2,Xantphos,KOH,THF,48.61999893
1308,R1_I,R2_B(OH)2,Tol,KOH,THF,55.93999863
1309,R1_I,R2_B(OH)2,P(tBu)3,LiOtBu,THF,73.19999695
1310,R1_I,R2_B(OH)2,P(Cy)3,LiOtBu,THF,81.76999664
1311,R1_I,R2_B(OH)2,AmPhos,LiOtBu,THF,77.12999725
1312,R1_I,R2_B(OH)2,PPh3,LiOtBu,THF,77.56999969
1313,R1_I,R2_B(OH)2,P(o-Tol)3,LiOtBu,THF,67.75
1314,R1_I,R2_B(OH)2,cataCXium A,LiOtBu,THF,84.72000122
1315,R1_I,R2_B(OH)2,SPhos,LiOtBu,THF,73.5
1316,R1_I,R2_B(OH)2,dtbpf,LiOtBu,THF,66.01000214
1317,R1_I,R2_B(OH)2,XPhos,LiOtBu,THF,73.94999695
1318,R1_I,R2_B(OH)2,dppf,LiOtBu,THF,81.27999878
1319,R1_I,R2_B(OH)2,Xantphos,LiOtBu,THF,55.25
1320,R1_I,R2_B(OH)2,Tol,LiOtBu,THF,66.16999817
1321,R1_I,R2_B(OH)2,P(tBu)3,Et3N,THF,81.91000366
1322,R1_I,R2_B(OH)2,P(Cy)3,Et3N,THF,87.63999939
1323,R1_I,R2_B(OH)2,AmPhos,Et3N,THF,84.90000153
1324,R1_I,R2_B(OH)2,PPh3,Et3N,THF,80.12999725
1325,R1_I,R2_B(OH)2,P(o-Tol)3,Et3N,THF,70.13999939
1326,R1_I,R2_B(OH)2,cataCXium A,Et3N,THF,87.87000275
1327,R1_I,R2_B(OH)2,SPhos,Et3N,THF,74.29000092
1328,R1_I,R2_B(OH)2,dtbpf,Et3N,THF,65.37999725
1329,R1_I,R2_B(OH)2,XPhos,Et3N,THF,67.97000122
1330,R1_I,R2_B(OH)2,dppf,Et3N,THF,73.41999817
1331,R1_I,R2_B(OH)2,Xantphos,Et3N,THF,52.70000076
1332,R1_I,R2_B(OH)2,Tol,Et3N,THF,67.56999969
1333,R1_I,R2_B(OH)2,P(tBu)3,None,THF,81.08000183
1334,R1_I,R2_B(OH)2,P(Cy)3,None,THF,88.66999817
1335,R1_I,R2_B(OH)2,AmPhos,None,THF,84.66999817
1336,R1_I,R2_B(OH)2,PPh3,None,THF,82.58000183
1337,R1_I,R2_B(OH)2,P(o-Tol)3,None,THF,69.31999969
1338,R1_I,R2_B(OH)2,cataCXium A,None,THF,81.59999847
1339,R1_I,R2_B(OH)2,SPhos,None,THF,70.56999969
1340,R1_I,R2_B(OH)2,dtbpf,None,THF,61.84000015
1341,R1_I,R2_B(OH)2,XPhos,None,THF,62.61999893
1342,R1_I,R2_B(OH)2,dppf,None,THF,75.48999786
1343,R1_I,R2_B(OH)2,Xantphos,None,THF,44.88000107
1344,R1_I,R2_B(OH)2,Tol,None,THF,52.84000015
1345,R1_I,R2_B(OH)2,P(tBu)3,NaOH,DMF,64.94999695
1346,R1_I,R2_B(OH)2,P(Cy)3,NaOH,DMF,93.37999725
1347,R1_I,R2_B(OH)2,AmPhos,NaOH,DMF,89.51000214
1348,R1_I,R2_B(OH)2,PPh3,NaOH,DMF,91.29000092
1349,R1_I,R2_B(OH)2,P(o-Tol)3,NaOH,DMF,74.87000275
1350,R1_I,R2_B(OH)2,cataCXium A,NaOH,DMF,91.79000092
1351,R1_I,R2_B(OH)2,SPhos,NaOH,DMF,83.01999664
1352,R1_I,R2_B(OH)2,dtbpf,NaOH,DMF,87.72000122
1353,R1_I,R2_B(OH)2,XPhos,NaOH,DMF,75.62000275
1354,R1_I,R2_B(OH)2,dppf,NaOH,DMF,80.66000366
1355,R1_I,R2_B(OH)2,Xantphos,NaOH,DMF,63.90000153
1356,R1_I,R2_B(OH)2,Tol,NaOH,DMF,55.68000031
1357,R1_I,R2_B(OH)2,P(tBu)3,NaHCO3,DMF,9.619999886
1358,R1_I,R2_B(OH)2,P(Cy)3,NaHCO3,DMF,89.44999695
1359,R1_I,R2_B(OH)2,AmPhos,NaHCO3,DMF,81.29000092
1360,R1_I,R2_B(OH)2,PPh3,NaHCO3,DMF,84.98000336
1361,R1_I,R2_B(OH)2,P(o-Tol)3,NaHCO3,DMF,65.69000244
1362,R1_I,R2_B(OH)2,cataCXium A,NaHCO3,DMF,73.08000183
1363,R1_I,R2_B(OH)2,SPhos,NaHCO3,DMF,68.06999969
1364,R1_I,R2_B(OH)2,dtbpf,NaHCO3,DMF,60.70999908
1365,R1_I,R2_B(OH)2,XPhos,NaHCO3,DMF,72.44000244
1366,R1_I,R2_B(OH)2,dppf,NaHCO3,DMF,80.62999725
1367,R1_I,R2_B(OH)2,Xantphos,NaHCO3,DMF,23.32999992
1368,R1_I,R2_B(OH)2,Tol,NaHCO3,DMF,61.25999832
1369,R1_I,R2_B(OH)2,P(tBu)3,CsF,DMF,8.800000191
1370,R1_I,R2_B(OH)2,P(Cy)3,CsF,DMF,90.61000061
1371,R1_I,R2_B(OH)2,AmPhos,CsF,DMF,87.34999847
1372,R1_I,R2_B(OH)2,PPh3,CsF,DMF,89.77999878
1373,R1_I,R2_B(OH)2,P(o-Tol)3,CsF,DMF,79.47000122
1374,R1_I,R2_B(OH)2,cataCXium A,CsF,DMF,90.18000031
1375,R1_I,R2_B(OH)2,SPhos,CsF,DMF,83.09999847
1376,R1_I,R2_B(OH)2,dtbpf,CsF,DMF,76.61000061
1377,R1_I,R2_B(OH)2,XPhos,CsF,DMF,85.48000336
1378,R1_I,R2_B(OH)2,dppf,CsF,DMF,91.31999969
1379,R1_I,R2_B(OH)2,Xantphos,CsF,DMF,24.75
1380,R1_I,R2_B(OH)2,Tol,CsF,DMF,79.83000183
1381,R1_I,R2_B(OH)2,P(tBu)3,K3PO4,DMF,12.06999969
1382,R1_I,R2_B(OH)2,P(Cy)3,K3PO4,DMF,88.26999664
1383,R1_I,R2_B(OH)2,AmPhos,K3PO4,DMF,82.91999817
1384,R1_I,R2_B(OH)2,PPh3,K3PO4,DMF,80.34999847
1385,R1_I,R2_B(OH)2,P(o-Tol)3,K3PO4,DMF,66.72000122
1386,R1_I,R2_B(OH)2,cataCXium A,K3PO4,DMF,83.55999756
1387,R1_I,R2_B(OH)2,SPhos,K3PO4,DMF,59.90999985
1388,R1_I,R2_B(OH)2,dtbpf,K3PO4,DMF,56.66999817
1389,R1_I,R2_B(OH)2,XPhos,K3PO4,DMF,57.97999954
1390,R1_I,R2_B(OH)2,dppf,K3PO4,DMF,71.55000305
1391,R1_I,R2_B(OH)2,Xantphos,K3PO4,DMF,25.45999908
1392,R1_I,R2_B(OH)2,Tol,K3PO4,DMF,38.04000092
1393,R1_I,R2_B(OH)2,P(tBu)3,KOH,DMF,49.99000168
1394,R1_I,R2_B(OH)2,P(Cy)3,KOH,DMF,92.73000336
1395,R1_I,R2_B(OH)2,AmPhos,KOH,DMF,90.13999939
1396,R1_I,R2_B(OH)2,PPh3,KOH,DMF,90.79000092
1397,R1_I,R2_B(OH)2,P(o-Tol)3,KOH,DMF,67.91999817
1398,R1_I,R2_B(OH)2,cataCXium A,KOH,DMF,92.69999695
1399,R1_I,R2_B(OH)2,SPhos,KOH,DMF,85.37000275
1400,R1_I,R2_B(OH)2,dtbpf,KOH,DMF,81.90000153
1401,R1_I,R2_B(OH)2,XPhos,KOH,DMF,66.05000305
1402,R1_I,R2_B(OH)2,dppf,KOH,DMF,70.98999786
1403,R1_I,R2_B(OH)2,Xantphos,KOH,DMF,65.80999756
1404,R1_I,R2_B(OH)2,Tol,KOH,DMF,47.68999863
1405,R1_I,R2_B(OH)2,P(tBu)3,LiOtBu,DMF,76.19999695
1406,R1_I,R2_B(OH)2,P(Cy)3,LiOtBu,DMF,96.41999817
1407,R1_I,R2_B(OH)2,AmPhos,LiOtBu,DMF,94.56999969
1408,R1_I,R2_B(OH)2,PPh3,LiOtBu,DMF,92.80000305
1409,R1_I,R2_B(OH)2,P(o-Tol)3,LiOtBu,DMF,73.68000031
1410,R1_I,R2_B(OH)2,cataCXium A,LiOtBu,DMF,94.56999969
1411,R1_I,R2_B(OH)2,SPhos,LiOtBu,DMF,86.08000183
1412,R1_I,R2_B(OH)2,dtbpf,LiOtBu,DMF,83.95999908
1413,R1_I,R2_B(OH)2,XPhos,LiOtBu,DMF,75.29000092
1414,R1_I,R2_B(OH)2,dppf,LiOtBu,DMF,34.86999893
1415,R1_I,R2_B(OH)2,Xantphos,LiOtBu,DMF,51.77000046
1416,R1_I,R2_B(OH)2,Tol,LiOtBu,DMF,54.20000076
1417,R1_I,R2_B(OH)2,P(tBu)3,Et3N,DMF,82.54000092
1418,R1_I,R2_B(OH)2,P(Cy)3,Et3N,DMF,87.26999664
1419,R1_I,R2_B(OH)2,AmPhos,Et3N,DMF,80.06999969
1420,R1_I,R2_B(OH)2,PPh3,Et3N,DMF,62.34000015
1421,R1_I,R2_B(OH)2,P(o-Tol)3,Et3N,DMF,60.02999878
1422,R1_I,R2_B(OH)2,cataCXium A,Et3N,DMF,79.45999908
1423,R1_I,R2_B(OH)2,SPhos,Et3N,DMF,52.43000031
1424,R1_I,R2_B(OH)2,dtbpf,Et3N,DMF,49.27999878
1425,R1_I,R2_B(OH)2,XPhos,Et3N,DMF,50.84999847
1426,R1_I,R2_B(OH)2,dppf,Et3N,DMF,56.77999878
