"inputs[""Aryl Halide""].components[0].identifiers[0].value","inputs[""Boronate in Solvent""].components[0].identifiers[0].value","inputs[""Ligand in Solvent""].components[0].identifiers[0].value","inputs[""Base in Solvent""].components[0].identifiers[0].value","inputs[""Solvent_1""].components[0].identifiers[0].value",outcomes[0].products[0].measurements[0].percentage.value
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,C(=O)(O)[O-].[Na+],C1CCOC1,16.719999313354492
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,C(=O)(O)[O-].[Na+],C1CCOC1,30.06999969482422
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,C(=O)(O)[O-].[Na+],C1CCOC1,76.37000274658203
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],C(=O)(O)[O-].[Na+],C1CCOC1,58.0099983215332
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,C(=O)(O)[O-].[Na+],C1CCOC1,80.95999908447266
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],C(=O)(O)[O-].[Na+],C1CCOC1,14.140000343322754
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,C(=O)(O)[O-].[Na+],C1CCOC1,16.770000457763672
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1,C(=O)(O)[O-].[Na+],C1CCOC1,29.399999618530277
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],C1CCOC1,17.479999542236328
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P(c2ccccc2)c3ccccc3,[F-].[Cs+],C1CCOC1,85.81999969482422
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,[F-].[Cs+],C1CCOC1,19.11000061035156
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[F-].[Cs+],C1CCOC1,95.0
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[F-].[Cs+],C1CCOC1,22.649999618530277
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,[F-].[Cs+],C1CCOC1,37.68999862670898
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[F-].[Cs+],C1CCOC1,53.22999954223633
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],[F-].[Cs+],C1CCOC1,51.130001068115234
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,[F-].[Cs+],C1CCOC1,70.51000213623047
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],[F-].[Cs+],C1CCOC1,69.08999633789062
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,[F-].[Cs+],C1CCOC1,12.0600004196167
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1,[F-].[Cs+],C1CCOC1,21.11000061035156
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,21.440000534057617
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P(c2ccccc2)c3ccccc3,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,83.61000061035156
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,29.86000061035156
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,77.58999633789062
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,20.350000381469727
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,31.690000534057617
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,55.06999969482422
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,54.95000076293945
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,65.80000305175781
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,12.539999961853027
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,10.970000267028809
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,29.26000022888184
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[OH-].[K+],C1CCOC1,37.310001373291016
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P(c2ccccc2)c3ccccc3,[OH-].[K+],C1CCOC1,90.75
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,[OH-].[K+],C1CCOC1,23.770000457763672
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[OH-].[K+],C1CCOC1,75.0199966430664
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[OH-].[K+],C1CCOC1,33.91999816894531
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,[OH-].[K+],C1CCOC1,23.21999931335449
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[OH-].[K+],C1CCOC1,82.30999755859375
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],[OH-].[K+],C1CCOC1,64.3499984741211
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,[OH-].[K+],C1CCOC1,84.33999633789062
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],[OH-].[K+],C1CCOC1,9.25
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,[OH-].[K+],C1CCOC1,43.29999923706055
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1,[OH-].[K+],C1CCOC1,46.90999984741211
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Li+].CC(C)(C)[O-],C1CCOC1,38.880001068115234
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P(c2ccccc2)c3ccccc3,[Li+].CC(C)(C)[O-],C1CCOC1,94.4499969482422
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,[Li+].CC(C)(C)[O-],C1CCOC1,20.51000022888184
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Li+].CC(C)(C)[O-],C1CCOC1,79.0999984741211
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[Li+].CC(C)(C)[O-],C1CCOC1,30.290000915527344
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,[Li+].CC(C)(C)[O-],C1CCOC1,18.549999237060547
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Li+].CC(C)(C)[O-],C1CCOC1,94.2699966430664
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],[Li+].CC(C)(C)[O-],C1CCOC1,57.38999938964844
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,[Li+].CC(C)(C)[O-],C1CCOC1,93.61000061035156
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],[Li+].CC(C)(C)[O-],C1CCOC1,33.529998779296875
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,[Li+].CC(C)(C)[O-],C1CCOC1,48.90999984741211
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1,[Li+].CC(C)(C)[O-],C1CCOC1,46.59000015258789
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,C1CCOC1,37.79999923706055
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P(c2ccccc2)c3ccccc3,CCN(CC)CC,C1CCOC1,96.0199966430664
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,CCN(CC)CC,C1CCOC1,15.050000190734863
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,CCN(CC)CC,C1CCOC1,73.2699966430664
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,CCN(CC)CC,C1CCOC1,35.31999969482422
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,CCN(CC)CC,C1CCOC1,28.86000061035156
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,CCN(CC)CC,C1CCOC1,95.05999755859376
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],CCN(CC)CC,C1CCOC1,57.25
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,CCN(CC)CC,C1CCOC1,91.6999969482422
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],CCN(CC)CC,C1CCOC1,8.739999771118164
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,CCN(CC)CC,C1CCOC1,44.41999816894531
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1,CCN(CC)CC,C1CCOC1,43.27000045776367
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,O,C1CCOC1,39.90999984741211
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P(c2ccccc2)c3ccccc3,O,C1CCOC1,96.1500015258789
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,O,C1CCOC1,25.96999931335449
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,O,C1CCOC1,94.3000030517578
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,O,C1CCOC1,25.479999542236328
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,O,C1CCOC1,26.309999465942383
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,O,C1CCOC1,82.23999786376953
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],O,C1CCOC1,60.20000076293945
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,O,C1CCOC1,81.87999725341797
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],O,C1CCOC1,16.600000381469727
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,O,C1CCOC1,21.459999084472656
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1,O,C1CCOC1,34.15999984741211
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],CN(C)C=O,52.869998931884766
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,c1ccc(cc1)P(c2ccccc2)c3ccccc3,[OH-].[Na+],CN(C)C=O,71.41000366210938
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,[OH-].[Na+],CN(C)C=O,43.540000915527344
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[OH-].[Na+],CN(C)C=O,54.68000030517578
O=S(OC1=CC=C2N=CC=CC2=C1)(C(F)(F)F)=O,Cc1ccc2n(C3CCCCO3)ncc2c1B4OC(C)(C)C(C)(C)O4,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[OH-].[Na+],CN(C)C=O,29.200000762939453
